StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CONS,SC1,SC2,D1,D2,D3,D4,D5,D6,D7_1,D7_2,D7_3,D7_4,D7_5,D7_9,D8,D9,D10,Q1,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q4_Q4_1,Q4_Q4_2,Q4_Q4_3,Q4_Q4_4,Q5_Q5_1,Q5_Q5_2,Q5_Q5_3,Q5_Q5_4,Q5_Q5_5,Q5_Q5_6,Q5_Q5_7,Q5_Q5_7_TEXT,Q6_Q6_1,Q6_Q6_2,Q6_Q6_3,Q6_Q6_4,Q7_Q7_1,Q7_Q7_2,Q7_Q7_3,Q7_Q7_4,Q7_Q7_5,Q7_Q7_6,Q8_Q8_1,Q8_Q8_2,Q8_Q8_3,Q8_Q8_4,Q8_Q8_5,Q8_Q8_7,Q8_Q8_9,Q9_Q9_1,Q9_Q9_2,Q9_Q9_3,Q9_Q9_4,Q9_Q9_5,Q9_Q9_6,Q10_Q10_1,Q10_Q10_2,Q10_Q10_3,Q10_Q10_4,Q10_Q10_5,Q10_Q10_6,Q10_Q10_7,Q10_Q10_8,Q10_Q10_9,Q10_Q10_10,Q11_Q11_1,Q11_Q11_2,Q11_Q11_3,Q11_Q11_4,Q11_Q11_5,Q11_Q11_6,Q12_Q12_1,Q12_Q12_2,Q12_Q12_3,Q12_Q12_4,Q12_Q12_5,Q12_Q12_6,Q12_Q12_7,Q13_Q13_1,Q13_Q13_2,Q13_Q13_3,Q13_Q13_4,Q13_Q13_5,Q13_Q13_6,Q13_Q13_7,Q13_alt_Q13_alt_1,Q13_alt_Q13_alt_2,Q13_alt_Q13_alt_3,Q13_alt_Q13_alt_4,Q13_alt_Q13_alt_5,Q13_alt_Q13_alt_6,Q13_alt_Q13_alt_7,Q14_Q14_1,Q14_Q14_2,Q14_Q14_3,Q14_Q14_4,Q15_Q15_1,Q15_Q15_2,Q15_Q15_3,Q15_Q15_4,Q15_Q15_5,Q15_Q15_6,Q15_Q15_7,Q16_Q16_1,Q16_Q16_2,Q16_Q16_3,Q16_Q16_4,Q16_Q16_5,Q16_Q16_6,Q16_Q16_7,Q16_Q16_7_TEXT,STIM_1_COMM,STIM_1_TIME_First_Click,STIM_1_TIME_Last_Click,STIM_1_TIME_Page_Submit,STIM_1_TIME_Click_Count,STIM_2_COMM,STIM_2_TIME_First_Click,STIM_2_TIME_Last_Click,STIM_2_TIME_Page_Submit,STIM_2_TIME_Click_Count,STIM_3_COMM,STIM_3_TIME_First_Click,STIM_3_TIME_Last_Click,STIM_3_TIME_Page_Submit,STIM_3_TIME_Click_Count,STIM_4_COMM,STIM_4_TIME_First_Click,STIM_4_TIME_Last_Click,STIM_4_TIME_Page_Submit,STIM_4_TIME_Click_Count,STIM_5_COMM,STIM_5_TIME_First_Click,STIM_5_TIME_Last_Click,STIM_5_TIME_Page_Submit,STIM_5_TIME_Click_Count,STIM_6_COMM,STIM_6_TIME_First_Click,STIM_6_TIME_Last_Click,STIM_6_TIME_Page_Submit,STIM_6_TIME_Click_Count,STIM_7_COMM,STIM_7_TIME_First_Click,STIM_7_TIME_Last_Click,STIM_7_TIME_Page_Submit,STIM_7_TIME_Click_Count,STIM_8_COMM,STIM_8_TIME_First_Click,STIM_8_TIME_Last_Click,STIM_8_TIME_Page_Submit,STIM_8_TIME_Click_Count,Q17,Q18,Q19,Q20,Q21_Q21_1,Q21_Q21_2,Q21_Q21_3,Q21_Q21_4,Q21_Q21_5,Q21_Q21_6,Q21_Q21_7,Q21_Q21_8,Q21_Q21_9,Q21_Q21_10,Q21_Q21_11,Q22_Q22_1,Q22_Q22_2,Q22_Q22_3,Q22_Q22_4,Q22_Q22_5,Q22_Q22_6,Q22_Q22_7,Q22_Q22_8,Q23_Q23_1,Q23_Q23_2,Q23_Q23_3,Q23_Q23_4,Q23_Q23_5,Q23_Q23_6,Q23_Q23_7,Q23_Q23_8,Q24_Q24_1,Q24_Q24_2,Q24_Q24_3,Q24_Q24_4,Q24_Q24_5,Q24_Q24_6,Q24_Q24_7,Q24_Q24_8,Q25_Q25_1,Q25_Q25_2,Q25_Q25_3,Q25_Q25_4,Q25_Q25_5,Q25_Q25_6,Q25_Q25_7,Q25_Q25_8,Q25_Q25_9,Q25_Q25_10,Q26_Q26_1,Q26_Q26_2,Q26_Q26_3,Q26_Q26_4,Q26_Q26_5,Q26_Q26_6,Q26_Q26_7,opp,rid,RISN,gc,term,respondenttype,filter_$
2018-10-19T10:19:48Z,2018-10-19T10:30:55Z,0,209.105.181.197,100,666,1,2018-10-19T10:30:56Z,R_2A1jVqAORm56M38,,,,,41.529296875,-80.82080078125,anonymous,EN,1,1,1,7,2,2,3,6,2,1,-99,-99,-99,-99,-99,12,NA,NA,2,7,7,6,6,7,7,7,7,7,7,7,7,1,6,1,1,1,1,-99,-99,7,7,7,7,1,1,7,6,5,7,7,1,6,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,3,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,7,7,1,7,7,1,7,1,5,1,1,1,1,-99,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,haha,5.973,16.517,21.696,4,,NA,NA,NA,NA,,NA,NA,NA,NA,1,1,2,4,7,7,7,7,1,7,7,7,7,7,7,6,1,6,1,6,1,1,6,7,6,7,7,7,7,6,6,6,6,6,6,6,6,6,5,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,Qual1439-0913GPNational,5bca0419-4d3a-42e6-8a6b-5fd27306208c,3173283,1,,white,1
2018-10-19T10:10:37Z,2018-10-19T10:31:14Z,0,66.112.115.193,100,1237,1,2018-10-19T10:31:15Z,R_0Nh11wmfJzjJ60x,,,,,43.2382049560546875,-89.3365020751953125,anonymous,EN,1,1,1,1,3,2,1,11,2,1,-99,-99,-99,-99,-99,19,2,2,1,7,5,4,4,6,4,4,4,6,5,4,4,7,5,7,1,3,7,2,Tumblr,7,4,5,5,2,2,3,7,7,4,4,3,5,7,6,3,7,3,2,2,3,3,6,4,4,3,3,5,5,5,4,5,6,6,5,5,6,3,2,4,6,4,2,5,5,4,1,1,4,2,9,9,4,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,5,5,2,3,5,3,4,2,1,2,1,3,3,-99,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,15.1,32.488,35.264,7,,NA,NA,NA,NA,,NA,NA,NA,NA,99,99,99,99,5,4,5,5,4,4,5,5,4,5,5,5,1,4,1,4,1,1,4,4,3,5,2,2,2,5,4,5,5,4,5,3,5,5,5,5,5,4,5,5,5,5,5,2,3,6,4,5,5,6,4,5,Qual1439-0913GPNational,5bca01f5-2d9b-40d0-8b49-88879113ce42,3173283,1,,white,1
2018-10-19T10:11:23Z,2018-10-19T10:31:31Z,0,174.238.136.141,100,1207,1,2018-10-19T10:31:31Z,R_1rHqbxPjWSRP8R3,,,,,33.4062957763671875,-112.0261993408203125,anonymous,EN,1,1,1,4,1,1,1,3,2,1,-99,-99,-99,-99,-99,12,NA,NA,1,3,6,4,3,4,6,4,5,4,4,5,4,7,1,7,4,1,7,7,-99,5,3,7,5,3,4,5,3,4,5,4,6,4,6,4,5,3,5,5,5,5,6,5,2,4,1,1,1,4,2,1,2,2,3,4,6,4,3,7,2,4,4,3,5,3,6,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,1,2,4,4,3,2,4,3,7,4,2,3,4,1,5,3,6,7,4,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,3.773,19.598,26.162,7,4,7,4,4,1,1,1,1,1,7,5,7,3,1,1,2,3,2,4,3,4,3,2,4,4,3,5,4,2,2,5,4,3,2,5,4,4,4,5,4,4,5,6,5,5,6,4,4,4,4,2,4,7,3,2,7,Qual1439-0913GPNational,5bca0223-8f00-4856-8345-e9c31ca8404e,3173283,1,,white,1
2018-10-19T10:22:13Z,2018-10-19T10:31:44Z,0,74.92.36.121,100,570,1,2018-10-19T10:31:45Z,R_8H9nbi3oxcpNEkx,,,,,42.98150634765625,-70.9477996826171875,anonymous,EN,1,1,1,5,4,5,1,2,2,1,-99,-99,-99,-99,-99,12,NA,NA,1,1,1,1,1,3,1,1,1,1,1,1,1,7,7,7,1,1,7,-99,-99,4,2,3,5,1,4,1,7,1,1,6,1,5,7,4,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,9,9,1,9,9,9,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,6,7,6,7,1,2,4,6,5,7,1,1,7,-99,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,12.243,12.243,16.915,1,,NA,NA,NA,NA,3,5,99,99,6,7,4,6,1,4,4,5,6,3,6,6,1,5,1,5,1,1,1,1,1,1,2,1,1,1,7,1,3,1,1,1,2,2,1,1,4,2,1,7,7,3,1,1,1,7,4,4,3,4,4,3,Qual1439-0913GPNational,5bca04b1-1567-4ee1-98de-c806a191c253,3173283,1,,white,1
2018-10-19T10:23:08Z,2018-10-19T10:31:45Z,0,172.58.3.225,100,516,1,2018-10-19T10:31:45Z,R_1ItTGdJvxJIopcx,,,,,33.748992919921875,-84.38800048828125,anonymous,EN,1,1,1,1,1,1,3,5,1,1,-99,-99,-99,-99,-99,12,NA,NA,7,6,6,6,6,4,4,4,4,4,6,5,3,7,1,1,7,1,7,6,-99,4,5,3,3,3,6,2,6,2,5,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,2,3,3,3,4,2,1,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,3.026,30.809,32.146,15,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,2,99,1,99,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Qual1439-0913GPNational,5bca04e3-d0c6-4a5d-87f6-13bd3df0b56e,3173283,1,,white,1
2018-10-19T10:14:28Z,2018-10-19T10:32:02Z,0,12.33.249.114,100,1054,1,2018-10-19T10:32:03Z,R_3CCa8qXssODDDQv,,,,,39.28509521484375,-84.52880096435546875,anonymous,EN,1,1,1,7,7,7,2,3,2,1,-99,-99,-99,-99,-99,17,8,1,0,1,2,2,2,1,2,2,2,2,3,2,2,4,1,7,7,1,6,-99,-99,2,2,3,3,2,2,1,2,1,1,5,3,4,5,5,3,5,3,3,4,3,6,6,4,3,3,4,4,3,4,3,4,4,3,5,3,3,3,2,4,4,5,2,4,5,4,1,2,3,1,9,4,4,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,2,4,2,3,2,1,1,1,1,1,1,1,1,-99,-99,Do you mean “are you positive?” “Yeah I’m positive”,4.868,16.829,40.074,5,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,99,99,99,5,4,4,4,1,1,3,1,4,4,5,4,1,3,2,3,4,1,1,1,1,1,1,1,4,4,1,3,3,3,3,1,1,1,1,2,4,3,4,1,1,1,1,2,4,2,1,2,3,2,1,2,Qual1439-0913GPNational,5bca02de-a521-4d2d-b3a7-a2efd545aacd,3173283,1,,white,1
2018-10-19T10:18:23Z,2018-10-19T10:32:09Z,0,70.180.24.91,100,826,1,2018-10-19T10:32:10Z,R_2ZNTLllNxcyiNo8,,,,,33.436798095703125,-112.38339996337890625,anonymous,EN,1,1,1,1,3,1,9,5,2,1,-99,-99,-99,-99,-99,13,NA,NA,0,1,1,1,1,5,4,2,3,1,1,1,1,7,1,4,4,1,3,1,-99,7,4,5,7,3,7,7,3,2,1,7,5,7,7,7,7,7,5,7,7,7,3,7,4,3,1,5,4,4,5,5,5,7,6,7,3,5,7,4,6,5,4,4,3,3,3,1,1,9,4,9,1,2,NA,NA,NA,NA,NA,NA,NA,5,4,7,4,4,4,1,5,2,3,4,3,2,1,1,1,3,1,-99,,NA,NA,NA,NA,-99,20.749,81.817,83.75,3,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,99,99,99,99,7,7,7,7,2,4,7,5,4,5,7,5,1,1,1,1,1,1,1,7,4,7,7,7,1,3,7,1,1,1,1,1,1,1,1,4,5,3,3,4,4,4,4,1,1,5,2,3,3,5,4,6,Qual1439-0913GPNational,5bca03c8-afd9-4ad9-bcdc-2a631b2e25b2,3173283,1,,white,1
2018-10-19T10:26:41Z,2018-10-19T10:32:10Z,0,69.122.120.97,100,328,1,2018-10-19T10:32:11Z,R_3HYMvsYib3PSJ9e,,,,,41.0601959228515625,-73.54450225830078125,anonymous,EN,1,1,1,1,3,1,1,2,2,1,-99,-99,-99,-99,-99,14,NA,NA,1,6,6,5,4,6,6,4,7,7,6,7,6,7,7,7,7,1,7,-99,-99,6,7,4,6,1,6,4,6,6,1,6,5,6,7,7,6,7,6,5,7,5,7,7,6,6,2,5,5,4,7,3,4,7,6,6,7,7,4,6,4,7,6,3,6,7,6,1,2,9,2,9,1,2,NA,NA,NA,NA,NA,NA,NA,7,3,6,4,7,3,6,4,3,4,5,3,6,4,4,1,5,-99,-99,-99,11.44,18.073,18.353,2,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,99,99,99,99,3,5,5,6,6,7,4,6,5,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,4,1,2,2,7,4,3,4,6,3,5,5,2,1,4,5,3,3,5,4,6,Qual1439-0913GPNational,5bca05bc-ea11-49c1-bdbb-99b053c840ec,3173283,1,,white,1
2018-10-19T10:04:06Z,2018-10-19T10:32:10Z,0,96.44.6.168,100,1684,1,2018-10-19T10:32:11Z,R_veqhlrBJ0jtnzQ5,,,,,43.5885009765625,-116.19100189208984375,anonymous,EN,1,1,1,5,2,1,1,1,2,1,-99,-99,-99,-99,-99,13,NA,NA,1,6,6,2,2,5,5,2,3,5,5,5,5,7,1,7,7,2,2,1,-99,2,3,2,2,2,4,1,5,4,1,7,7,7,7,7,7,7,7,7,7,5,7,6,5,5,4,4,5,5,4,3,6,3,7,7,6,7,4,5,4,4,4,7,6,4,6,1,1,4,1,9,1,2,NA,NA,NA,NA,NA,NA,NA,5,3,7,3,7,6,3,3,2,2,4,3,1,1,1,1,3,1,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,7.48,21.311,23.434,4,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,99,99,99,99,6,5,6,7,4,7,2,4,4,4,6,5,1,5,1,5,1,1,1,5,5,6,6,5,1,2,6,1,1,1,1,1,1,1,1,6,6,6,6,3,6,6,4,4,2,6,4,5,4,5,4,7,Qual1439-0913GPNational,5bca006e-c4c5-49a0-b9c6-11e425118dff,3173283,1,,white,1
2018-10-19T10:26:34Z,2018-10-19T10:33:16Z,0,108.34.135.91,100,401,1,2018-10-19T10:33:17Z,R_3L4NuNHADEcO85C,,,,,41.8390045166015625,-71.4373016357421875,anonymous,EN,1,1,1,6,1,2,2,6,1,1,-99,-99,-99,-99,-99,12,NA,NA,6,6,6,4,6,6,7,5,6,6,7,6,6,6,7,5,6,6,6,7,-99,7,7,6,5,7,3,5,6,6,6,6,7,6,4,6,7,7,6,6,7,7,7,7,7,7,7,6,7,5,7,7,7,6,7,7,7,6,7,7,7,7,7,5,3,7,6,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,7,7,4,6,7,7,6,6,5,6,5,6,7,6,6,6,6,4,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,1.427,4.901,5.686,9,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,3,7,4,7,5,4,6,6,4,5,5,4,6,6,6,6,7,6,6,7,6,7,7,5,6,6,6,7,6,6,7,7,6,7,6,7,6,7,7,6,7,6,6,7,7,7,7,6,7,6,6,6,6,7,7,6,Qual1439-0913GPNational,5bca05b5-220d-4c4b-b8b4-221ce7bd7f42,3173283,1,,white,1
2018-10-19T10:18:12Z,2018-10-19T10:33:20Z,0,71.199.1.199,100,908,1,2018-10-19T10:33:21Z,R_1PZXp18QzFPF3jt,,,,,40.62359619140625,-111.98709869384765625,anonymous,EN,1,1,1,7,4,3,2,5,1,1,-99,-99,-99,-99,-99,17,4,2,0,2,2,4,3,1,2,3,4,3,3,6,5,7,1,1,1,1,7,7,Tumblr,4,4,7,7,1,5,4,3,3,2,5,5,7,7,7,5,6,5,5,7,7,2,7,4,5,4,4,6,5,5,1,4,4,7,5,6,4,7,7,4,7,7,1,2,6,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,1,2,3,5,5,6,7,5,3,5,3,4,3,2,1,1,1,1,3,3,Tumblr,,NA,NA,NA,NA,,NA,NA,NA,NA,Lol,7.1,21,26.706,6,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,2,99,1,99,7,7,7,7,1,4,4,4,5,6,7,4,1,4,1,1,1,1,2,2,2,7,2,1,1,2,4,4,4,4,4,4,4,4,4,5,6,7,5,4,6,4,5,2,1,4,4,5,4,4,5,4,Qual1439-0913GPNational,5bca03ba-008c-4c36-8797-4aebd80335c7,3173283,1,,white,1
2018-10-19T10:22:56Z,2018-10-19T10:33:23Z,0,174.195.138.55,100,626,1,2018-10-19T10:33:24Z,R_27svZ7ZEdU4dkvv,,,,,36.1797943115234375,-86.74109649658203125,anonymous,EN,1,1,1,3,1,1,1,1,2,1,-99,-99,-99,-99,-99,12,NA,NA,0,3,2,1,1,1,1,1,1,1,1,1,1,4,1,6,5,2,6,1,-99,1,1,1,1,1,4,1,1,3,1,6,6,2,7,7,7,7,4,7,5,5,7,7,1,2,1,4,1,2,7,1,7,7,7,4,1,2,1,5,4,7,7,1,5,7,5,NA,NA,NA,NA,NA,NA,NA,1,1,9,1,2,1,9,1,1,3,1,5,4,1,4,4,1,4,1,1,1,1,1,1,1,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,10.549,16.216,18.082,2,,NA,NA,NA,NA,3,5,2,3,7,7,7,7,1,7,7,7,5,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,4,2,1,1,1,4,4,4,4,4,4,4,Qual1439-0913GPNational,5bca04d9-c2df-41af-a6e7-80f672c93cfe,3173283,1,,white,1
2018-10-19T10:22:46Z,2018-10-19T10:33:28Z,0,71.53.94.182,100,642,1,2018-10-19T10:33:29Z,R_1n3zbc5aBhIgpa3,,,,,30.94940185546875,-97.53299713134765625,anonymous,EN,1,1,1,2,4,4,4,3,1,1,-99,-99,-99,-99,-99,15,NA,NA,3,3,4,3,3,3,3,5,2,3,3,3,3,1,7,7,7,1,4,4,-99,3,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,2,4,5,2,5,2,3,2,3,3,3,3,3,3,3,3,5,4,2,4,3,4,4,5,5,4,5,3,2,4,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,9,2,2,2,2,3,4,2,4,4,4,2,3,3,3,3,3,3,3,-99,,NA,NA,NA,NA,-99,5.301,26.641,28.401,15,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,4,3,5,4,5,4,6,4,3,5,5,5,5,5,5,4,1,4,1,3,1,1,4,4,4,4,3,4,1,2,4,4,3,3,4,3,4,4,4,4,4,6,4,4,5,4,7,3,4,3,3,5,3,3,4,2,Qual1439-0913GPNational,5bca04cf-cbfc-4250-82d6-e06072af693d,3173283,1,,white,1
2018-10-19T10:23:09Z,2018-10-19T10:33:29Z,0,24.62.16.217,100,620,1,2018-10-19T10:33:30Z,R_3PS3bMYVHZmIv4e,,,,,42.151092529296875,-71.52739715576171875,anonymous,EN,1,1,1,6,4,4,3,6,2,1,-99,-99,-99,-99,-99,13,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,7,1,7,1,-99,3,3,3,3,1,4,1,1,1,1,5,4,4,7,6,5,6,3,4,4,5,3,6,4,3,3,2,1,2,3,3,4,4,4,5,7,6,6,7,4,1,5,5,5,1,3,NA,NA,NA,NA,NA,NA,NA,1,9,9,9,9,1,9,1,1,1,1,3,4,1,3,1,2,3,3,1,3,3,1,3,1,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,0,0,17.082,0,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,99,99,99,99,4,3,5,3,5,6,5,5,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,4,4,5,3,1,3,4,1,1,4,4,4,4,4,4,4,Qual1439-0913GPNational,5bca04e9-129b-46a4-83e5-56e8e636e192,3173283,1,,white,1
2018-10-19T10:20:50Z,2018-10-19T10:40:20Z,0,68.119.67.90,100,1170,1,2018-10-19T10:40:21Z,R_1INnAI0LzPrjQAd,,,,,33.2239990234375,-86.77300262451171875,anonymous,EN,1,1,1,4,4,4,2,8,2,1,-99,-99,-99,-99,-99,12,NA,NA,2,5,5,3,4,7,7,7,7,6,5,2,4,7,7,2,4,1,7,1,-99,7,7,3,4,4,7,7,7,6,1,6,6,7,7,7,5,7,3,6,7,7,6,7,3,1,1,6,1,7,6,5,7,4,7,7,6,7,1,4,7,6,7,1,7,3,5,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,9,1,2,4,4,6,7,6,4,3,1,6,3,5,6,2,3,4,1,7,1,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,12.997,30.732,31.315,9,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,5,5,6,5,7,7,7,7,1,6,7,7,5,5,7,5,1,2,1,2,1,1,2,6,1,6,3,4,1,5,6,4,5,3,4,1,2,3,2,7,7,2,7,7,1,4,7,1,1,7,5,5,7,4,5,3,Qual1439-0913GPNational,5bca0456-ba08-47a4-8f27-a92479535262,3173283,1,,white,1
2018-10-19T10:32:08Z,2018-10-19T10:42:44Z,0,73.22.127.192,100,635,1,2018-10-19T10:42:45Z,R_2wzVlOHCz4fzJwP,,,,,41.7256927490234375,-87.555999755859375,anonymous,EN,1,1,1,5,6,6,2,11,2,1,-99,-99,-99,-99,-99,12,NA,NA,3,5,2,5,5,4,5,6,7,4,6,4,4,1,1,1,1,5,5,1,-99,4,5,4,5,6,6,6,4,4,4,5,5,6,4,4,4,2,5,5,4,4,3,5,4,4,4,5,5,5,5,5,2,4,3,3,5,2,5,5,2,3,5,3,5,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,9,1,1,4,5,4,5,4,5,4,5,3,5,5,4,4,5,1,4,4,3,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,Ok,8.036,16.188,18.761,7,,NA,NA,NA,NA,,NA,NA,NA,NA,99,5,99,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,5,4,5,4,4,3,4,3,4,4,4,4,4,5,4,4,4,4,4,4,3,6,5,4,4,7,3,5,4,4,3,4,4,4,5,6,5,Qual1439-0913GPNational,5bca0703-4197-4819-a530-7126348bce26,3173283,1,,white,1
2018-10-19T09:26:41Z,2018-10-19T10:46:31Z,0,50.50.104.7,100,4789,1,2018-10-19T10:46:31Z,R_1IGZ2FKvtpdX8f2,,,,,43.76849365234375,-88.0160980224609375,anonymous,EN,1,1,1,7,3,3,2,23,1,1,-99,-99,-99,-99,-99,15,NA,NA,7,7,7,7,7,6,7,6,6,6,7,6,6,6,6,7,7,7,7,-99,-99,5,7,6,5,5,5,6,6,7,7,7,5,7,6,6,6,7,6,7,6,6,6,6,7,5,6,6,6,6,6,6,5,7,7,6,6,6,7,6,7,7,7,7,6,6,7,3,4,4,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,7,5,4,6,6,7,5,6,5,7,6,6,6,5,6,7,5,6,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,best,8.904,16.143,23.529,3,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,3,7,2,7,5,4,5,7,7,7,7,7,5,7,7,6,6,7,7,7,7,6,7,5,7,4,5,7,6,6,6,7,5,5,5,5,7,6,6,4,6,6,5,5,7,5,6,7,6,7,7,6,5,7,6,7,Qual1439-0913GPNational,5bc9f794-a989-435b-8086-be52a9b086e7,3173378,1,,white,1
2018-10-19T10:33:19Z,2018-10-19T10:54:38Z,0,73.252.62.217,100,1279,1,2018-10-19T10:54:39Z,R_3J1P8SIDZ5gewpu,,,,,32.597900390625,-92.02349853515625,anonymous,EN,1,1,1,5,4,4,1,22,2,1,-99,-99,-99,-99,-99,14,NA,NA,5,5,2,3,2,3,3,3,3,3,3,3,3,6,6,6,6,3,6,1,-99,3,3,3,3,6,5,5,4,4,3,7,7,7,7,6,6,7,7,7,7,7,7,7,5,7,4,5,6,6,5,6,4,6,3,4,3,4,1,2,1,1,1,4,4,1,1,1,2,2,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,3,4,5,5,4,4,2,5,3,3,4,3,2,2,3,1,2,1,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,10.413,25.366,26.401,5,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,99,-99,99,99,2,1,2,3,4,4,2,6,2,5,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,3,3,3,3,1,4,3,3,3,4,4,4,2,1,3,2,1,4,4,4,4,4,4,4,4,Qual1439-0913GPNational,5bca074d-d816-48af-b477-7db8de3a909c,3161464,1,,white,1
